condition1,condition2,condition3,ppmi,count
ASTHMA,ASTHMA,ASTHMA,3.2703542754718575,87530.0
ASTHMA,ASTHMA,COPD,1.7467053648575654,3761.0
ASTHMA,ASTHMA,DIABETES_TYPE2,0.7726536272460367,10245.0
ASTHMA,ASTHMA,DIABETES_TYPE1,0.5307694449955419,360.0
ASTHMA,ASTHMA,HYPERTENSION,0.8071141085859245,12220.0
ASTHMA,ASTHMA,CORONARY_HEART_DISEASE,1.0117171105253622,1335.0
ASTHMA,ASTHMA,MYOCARDIAL_INFARCTION,0.7813849446420339,696.0
ASTHMA,ASTHMA,TIA,0.9985494887792442,353.0
ASTHMA,ASTHMA,STROKE,0.5928739580837743,186.0
ASTHMA,ASTHMA,CKD_STAGE1,0.7255535932515719,698.0
ASTHMA,ASTHMA,CKD_STAGE3,0.8441228703992856,3163.0
ASTHMA,ASTHMA,DEPRESSION,0.9675650953574771,12248.0
ASTHMA,ASTHMA,SEVERE_MENTAL_ILLNESS,0.8154467932456545,1658.0
ASTHMA,ASTHMA,CANCER,0.6448182688504477,1787.0
ASTHMA,ASTHMA,DEMENTIA,0.5846468776775764,175.0
ASTHMA,ASTHMA,ATRIAL_FIBRILLATION,0.918497104816601,988.0
ASTHMA,ASTHMA,PALLIATIVE_CARE,0.7818886313486976,187.0
ASTHMA,ASTHMA,HEART_FAILURE,1.0015590752389034,927.0
ASTHMA,COPD,ASTHMA,1.7467053648575654,3761.0
ASTHMA,COPD,COPD,3.370352931217864,3761.0
ASTHMA,COPD,DIABETES_TYPE2,0.0,918.0
ASTHMA,COPD,DIABETES_TYPE1,0.0,15.0
ASTHMA,COPD,HYPERTENSION,0.027533338434809908,1105.0
ASTHMA,COPD,CORONARY_HEART_DISEASE,0.9317396027121305,243.0
ASTHMA,COPD,MYOCARDIAL_INFARCTION,0.6303674961459964,118.0
ASTHMA,COPD,TIA,0.6677516474751809,50.0
ASTHMA,COPD,STROKE,0.20965073082577376,25.0
ASTHMA,COPD,CKD_STAGE1,0.06366223972460942,71.0
ASTHMA,COPD,CKD_STAGE3,0.37464119790778627,390.0
ASTHMA,COPD,DEPRESSION,0.0,731.0
ASTHMA,COPD,SEVERE_MENTAL_ILLNESS,0.022939603600325188,148.0
ASTHMA,COPD,CANCER,0.21825188294737413,230.0
ASTHMA,COPD,DEMENTIA,0.5698684630067876,34.0
ASTHMA,COPD,ATRIAL_FIBRILLATION,1.0077541196805886,213.0
ASTHMA,COPD,PALLIATIVE_CARE,1.251963687629222,59.0
ASTHMA,COPD,HEART_FAILURE,1.091570360524937,200.0
ASTHMA,DIABETES_TYPE2,ASTHMA,0.7726536272460367,10245.0
ASTHMA,DIABETES_TYPE2,COPD,0.0,918.0
ASTHMA,DIABETES_TYPE2,DIABETES_TYPE2,0.420144784011765,10245.0
ASTHMA,DIABETES_TYPE2,DIABETES_TYPE1,0.0,86.0
ASTHMA,DIABETES_TYPE2,HYPERTENSION,0.0,3899.0
ASTHMA,DIABETES_TYPE2,CORONARY_HEART_DISEASE,0.0,591.0
ASTHMA,DIABETES_TYPE2,MYOCARDIAL_INFARCTION,0.0,289.0
ASTHMA,DIABETES_TYPE2,TIA,0.0,121.0
ASTHMA,DIABETES_TYPE2,STROKE,0.0,52.0
ASTHMA,DIABETES_TYPE2,CKD_STAGE1,0.0,459.0
ASTHMA,DIABETES_TYPE2,CKD_STAGE3,0.0,1139.0
ASTHMA,DIABETES_TYPE2,DEPRESSION,0.0,1469.0
ASTHMA,DIABETES_TYPE2,SEVERE_MENTAL_ILLNESS,0.0,331.0
ASTHMA,DIABETES_TYPE2,CANCER,0.0,412.0
ASTHMA,DIABETES_TYPE2,DEMENTIA,0.0,82.0
ASTHMA,DIABETES_TYPE2,ATRIAL_FIBRILLATION,0.0,307.0
ASTHMA,DIABETES_TYPE2,PALLIATIVE_CARE,0.0,69.0
ASTHMA,DIABETES_TYPE2,HEART_FAILURE,0.0,387.0
ASTHMA,DIABETES_TYPE1,ASTHMA,0.5307694449955419,360.0
ASTHMA,DIABETES_TYPE1,COPD,0.0,15.0
ASTHMA,DIABETES_TYPE1,DIABETES_TYPE2,0.0,86.0
ASTHMA,DIABETES_TYPE1,DIABETES_TYPE1,3.284814409195701,360.0
ASTHMA,DIABETES_TYPE1,HYPERTENSION,0.0,65.0
ASTHMA,DIABETES_TYPE1,CORONARY_HEART_DISEASE,0.0,10.0
ASTHMA,DIABETES_TYPE1,MYOCARDIAL_INFARCTION,0.0,13.0
ASTHMA,DIABETES_TYPE1,TIA,0.0,4.0
ASTHMA,DIABETES_TYPE1,STROKE,0.0,3.0
ASTHMA,DIABETES_TYPE1,CKD_STAGE1,0.0,12.0
ASTHMA,DIABETES_TYPE1,CKD_STAGE3,0.0,29.0
ASTHMA,DIABETES_TYPE1,DEPRESSION,0.0,80.0
ASTHMA,DIABETES_TYPE1,SEVERE_MENTAL_ILLNESS,0.0,9.0
ASTHMA,DIABETES_TYPE1,CANCER,0.0,8.0
ASTHMA,DIABETES_TYPE1,DEMENTIA,0.0,3.0
ASTHMA,DIABETES_TYPE1,ATRIAL_FIBRILLATION,0.0,4.0
ASTHMA,DIABETES_TYPE1,PALLIATIVE_CARE,0.0,3.0
ASTHMA,DIABETES_TYPE1,HEART_FAILURE,0.0,12.0
ASTHMA,HYPERTENSION,ASTHMA,0.8071141085859245,12220.0
ASTHMA,HYPERTENSION,COPD,0.027533338434810126,1105.0
ASTHMA,HYPERTENSION,DIABETES_TYPE2,0.0,3899.0
ASTHMA,HYPERTENSION,DIABETES_TYPE1,0.0,65.0
ASTHMA,HYPERTENSION,HYPERTENSION,0.3127815744850122,12220.0
ASTHMA,HYPERTENSION,CORONARY_HEART_DISEASE,0.0,618.0
ASTHMA,HYPERTENSION,MYOCARDIAL_INFARCTION,0.0,296.0
ASTHMA,HYPERTENSION,TIA,0.0,158.0
ASTHMA,HYPERTENSION,STROKE,0.0,86.0
ASTHMA,HYPERTENSION,CKD_STAGE1,0.0,345.0
ASTHMA,HYPERTENSION,CKD_STAGE3,0.0,1470.0
ASTHMA,HYPERTENSION,DEPRESSION,0.0,1859.0
ASTHMA,HYPERTENSION,SEVERE_MENTAL_ILLNESS,0.0,282.0
ASTHMA,HYPERTENSION,CANCER,0.0,530.0
ASTHMA,HYPERTENSION,DEMENTIA,0.0,79.0
ASTHMA,HYPERTENSION,ATRIAL_FIBRILLATION,0.0,422.0
ASTHMA,HYPERTENSION,PALLIATIVE_CARE,0.0,65.0
ASTHMA,HYPERTENSION,HEART_FAILURE,0.0,407.0
ASTHMA,CORONARY_HEART_DISEASE,ASTHMA,1.0117171105253622,1335.0
ASTHMA,CORONARY_HEART_DISEASE,COPD,0.9317396027121305,243.0
ASTHMA,CORONARY_HEART_DISEASE,DIABETES_TYPE2,0.0,591.0
ASTHMA,CORONARY_HEART_DISEASE,DIABETES_TYPE1,0.0,10.0
ASTHMA,CORONARY_HEART_DISEASE,HYPERTENSION,0.0,618.0
ASTHMA,CORONARY_HEART_DISEASE,CORONARY_HEART_DISEASE,2.9361297500462715,1335.0
ASTHMA,CORONARY_HEART_DISEASE,MYOCARDIAL_INFARCTION,2.0353784329295945,356.0
ASTHMA,CORONARY_HEART_DISEASE,TIA,0.49048111814748396,31.0
ASTHMA,CORONARY_HEART_DISEASE,STROKE,0.2872721869087391,20.0
ASTHMA,CORONARY_HEART_DISEASE,CKD_STAGE1,0.0,48.0
ASTHMA,CORONARY_HEART_DISEASE,CKD_STAGE3,0.2064280298463379,244.0
ASTHMA,CORONARY_HEART_DISEASE,DEPRESSION,0.0,269.0
ASTHMA,CORONARY_HEART_DISEASE,SEVERE_MENTAL_ILLNESS,0.0,38.0
ASTHMA,CORONARY_HEART_DISEASE,CANCER,0.0,84.0
ASTHMA,CORONARY_HEART_DISEASE,DEMENTIA,0.2887124765138016,19.0
ASTHMA,CORONARY_HEART_DISEASE,ATRIAL_FIBRILLATION,0.6106663938784663,106.0
ASTHMA,CORONARY_HEART_DISEASE,PALLIATIVE_CARE,0.5662343787811531,22.0
ASTHMA,CORONARY_HEART_DISEASE,HEART_FAILURE,1.1629223550320547,159.0
ASTHMA,MYOCARDIAL_INFARCTION,ASTHMA,0.7813849446420339,696.0
ASTHMA,MYOCARDIAL_INFARCTION,COPD,0.6303674961459964,118.0
ASTHMA,MYOCARDIAL_INFARCTION,DIABETES_TYPE2,0.0,289.0
ASTHMA,MYOCARDIAL_INFARCTION,DIABETES_TYPE1,0.0,13.0
ASTHMA,MYOCARDIAL_INFARCTION,HYPERTENSION,0.0,296.0
ASTHMA,MYOCARDIAL_INFARCTION,CORONARY_HEART_DISEASE,2.0353784329295945,356.0
ASTHMA,MYOCARDIAL_INFARCTION,MYOCARDIAL_INFARCTION,3.1268015574588,696.0
ASTHMA,MYOCARDIAL_INFARCTION,TIA,0.42193733147282286,19.0
ASTHMA,MYOCARDIAL_INFARCTION,STROKE,0.4205940585035789,15.0
ASTHMA,MYOCARDIAL_INFARCTION,CKD_STAGE1,0.0,16.0
ASTHMA,MYOCARDIAL_INFARCTION,CKD_STAGE3,0.03553937531826286,135.0
ASTHMA,MYOCARDIAL_INFARCTION,DEPRESSION,0.0,119.0
ASTHMA,MYOCARDIAL_INFARCTION,SEVERE_MENTAL_ILLNESS,0.0,20.0
ASTHMA,MYOCARDIAL_INFARCTION,CANCER,0.0,34.0
ASTHMA,MYOCARDIAL_INFARCTION,DEMENTIA,0.1631735998210393,11.0
ASTHMA,MYOCARDIAL_INFARCTION,ATRIAL_FIBRILLATION,0.33852399069458733,53.0
ASTHMA,MYOCARDIAL_INFARCTION,PALLIATIVE_CARE,0.29409211920196926,11.0
ASTHMA,MYOCARDIAL_INFARCTION,HEART_FAILURE,1.2599546783907807,115.0
ASTHMA,TIA,ASTHMA,0.9985494887792442,353.0
ASTHMA,TIA,COPD,0.6677516474751809,50.0
ASTHMA,TIA,DIABETES_TYPE2,0.0,121.0
ASTHMA,TIA,DIABETES_TYPE1,0.0,4.0
ASTHMA,TIA,HYPERTENSION,0.0,158.0
ASTHMA,TIA,CORONARY_HEART_DISEASE,0.49048111814748396,31.0
ASTHMA,TIA,MYOCARDIAL_INFARCTION,0.42193733147282286,19.0
ASTHMA,TIA,TIA,4.240005236626784,353.0
ASTHMA,TIA,STROKE,1.9758779212017878,29.0
ASTHMA,TIA,CKD_STAGE1,0.12684858747236358,15.0
ASTHMA,TIA,CKD_STAGE3,0.0,50.0
ASTHMA,TIA,DEPRESSION,0.0,57.0
ASTHMA,TIA,SEVERE_MENTAL_ILLNESS,0.0,8.0
ASTHMA,TIA,CANCER,0.0,20.0
ASTHMA,TIA,DEMENTIA,0.45308051934473054,6.0
ASTHMA,TIA,ATRIAL_FIBRILLATION,0.5223740608396322,26.0
ASTHMA,TIA,PALLIATIVE_CARE,0.1785366981040876,4.0
ASTHMA,TIA,HEART_FAILURE,0.5021109473973395,22.0
ASTHMA,STROKE,ASTHMA,0.5928739580837743,186.0
ASTHMA,STROKE,COPD,0.20965073082577376,25.0
ASTHMA,STROKE,DIABETES_TYPE2,0.0,52.0
